,Year,Disaster Subgroup,Disaster Type,Event Name,ISO,Country,Region,Continent,Latitude,Longitude,Local Time,Total Damages ('000 US$)
10144,2006,Geophysical,Volcanic activity,Ubinas,PER,Peru,South America,Americas,-16.355,-70.9,,
10145,2006,Climatological,Drought,,PER,Peru,South America,Americas,,,,
10146,2006,Geophysical,Volcanic activity,Mt. Mayon,PHL,Philippines,South-Eastern Asia,Asia,13.257,123.685,,
10147,2006,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,17.02,121.82,,9600.0
10148,2006,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,7.17,125.57,,
10149,2006,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,399.0
10150,2006,Hydrological,Landslide,,PHL,Philippines,South-Eastern Asia,Asia,,,,
10151,2006,Hydrological,Landslide,,PHL,Philippines,South-Eastern Asia,Asia,,,,
10152,2006,Hydrological,Landslide,,PHL,Philippines,South-Eastern Asia,Asia,,,,2203.0
10153,2006,Meteorological,Storm,Prapiroon,PHL,Philippines,South-Eastern Asia,Asia,21.11,110.11,,135000.0
10154,2006,Meteorological,Storm,Utor (Seniang),PHL,Philippines,South-Eastern Asia,Asia,,,,
10155,2006,Geophysical,Volcanic activity,Tavurvur ,PNG,Papua New Guinea,Melanesia,Oceania,,,08:45,
10156,2006,Geophysical,Volcanic activity,Karai ,PNG,Papua New Guinea,Melanesia,Oceania,,,,
10157,2006,Hydrological,Flood,,PNG,Papua New Guinea,Melanesia,Oceania,-9.07,147.28,,
10158,2006,Hydrological,Landslide,,PNG,Papua New Guinea,Melanesia,Oceania,,,,
10159,2006,Hydrological,Flood,,POL,Poland,Eastern Europe,Europe,49.5,20.93,,
10160,2006,Biological,Epidemic,,PRK,North Korea,Eastern Asia,Asia,,,,
10161,2006,Meteorological,Extreme temperature ,,PRT,Portugal,Southern Europe,Europe,,,,
10162,2006,Biological,Epidemic,Dengue,PRY,Paraguay,South America,Americas,,,,
10163,2006,Hydrological,Flood,,ROU,Romania,Eastern Europe,Europe,,,,
10164,2006,Hydrological,Flood,,ROU,Romania,Eastern Europe,Europe,47.8,25.95,,
10165,2006,Meteorological,Extreme temperature ,,ROU,Romania,Eastern Europe,Europe,,,,
10166,2006,Geophysical,Earthquake,,RUS,Russia,Eastern Europe,Europe,60.949,167.089,00:25,55000.0
10167,2006,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,50.78,87.14,,7411.0
10168,2006,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,50.79,106.52,,
10169,2006,Hydrological,Landslide,,RWA,Rwanda,Eastern Africa,Africa,-1.79,29.94,,
10170,2006,Biological,Epidemic,Cholera,RWA,Rwanda,Eastern Africa,Africa,,,,
10171,2006,Hydrological,Flood,,SDN,Sudan,Northern Africa,Africa,,,,
10172,2006,Hydrological,Flood,,SDN,Sudan,Northern Africa,Africa,13.21,34.76,,
10173,2006,Biological,Epidemic,Meningococcal disease,SDN,Sudan,Northern Africa,Africa,,,,
10174,2006,Biological,Epidemic,Cholera,SDN,Sudan,Northern Africa,Africa,,,,
10175,2006,Biological,Epidemic,Acute Watery Diarrhoeal Syndrome/Cholera,SDN,Sudan,Northern Africa,Africa,,,,
10176,2006,Biological,Epidemic,Meningococcal disease,SDN,Sudan,Northern Africa,Africa,,,,
10177,2006,Biological,Epidemic,Meningococcal disease,SDN,Sudan,Northern Africa,Africa,,,,
10178,2006,Geophysical,Earthquake,,SLV,El Salvador,Central America,Americas,14.028,-89.785,,
10179,2006,Meteorological,Extreme temperature ,,SLV,El Salvador,Central America,Americas,,,,
10180,2006,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,,,,
10181,2006,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,2.665,45.45,,
10182,2006,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,3.1,45.44,,
10183,2006,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,4.64,44.6,,
10184,2006,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,0.78,39.72,,
10185,2006,Biological,Epidemic,,SOM,Somalia,Eastern Africa,Africa,,,,
10186,2006,Biological,Epidemic,Rift Valley Fever,SOM,Somalia,Eastern Africa,Africa,,,,
10187,2006,Biological,Epidemic,,SOM,Somalia,Eastern Africa,Africa,,,,
10188,2006,Biological,Epidemic,,SOM,Somalia,Eastern Africa,Africa,,,,
10189,2006,Biological,Epidemic,,SOM,Somalia,Eastern Africa,Africa,,,,
10190,2006,Hydrological,Flood,,SUR,Suriname,South America,Americas,3.42,-56.48,,
10191,2006,Hydrological,Flood,,SVK,Slovakia,Eastern Europe,Europe,48.67,19.08,,
10192,2006,Hydrological,Flood,,SVK,Slovakia,Eastern Europe,Europe,49.5,20.93,,
10193,2006,Meteorological,Storm,,SWZ,Swaziland,Southern Africa,Africa,,,,
10194,2006,Hydrological,Flood,,SYR,Syrian Arab Republic,Western Asia,Asia,,,,
10195,2006,Hydrological,Flood,,TCD,Chad,Middle Africa,Africa,10.33,15.33,,
10196,2006,Biological,Epidemic,Cholera,TCD,Chad,Middle Africa,Africa,,,,
10197,2006,Hydrological,Flood,,TGO,Togo,Western Africa,Africa,,,,
10198,2006,Hydrological,Flood,,THA,Thailand,South-Eastern Asia,Asia,4.33,102.54,,
10199,2006,Geophysical,Earthquake,,TJK,Tajikistan,Central Asia,Asia,37.255,68.828,15:57,22000.0
10200,2006,Hydrological,Landslide,,TJK,Tajikistan,Central Asia,Asia,,,,
10201,2006,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,37.64,39.65,,317000.0
10202,2006,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,39.74,41.1,,
10203,2006,Biological,Epidemic,Crimean-Congo Haemorrhagic fever,TUR,Turkey,Western Asia,Asia,,,,
10204,2006,Geophysical,Earthquake,,TWN,Taiwan,Eastern Asia,Asia,21.799,120.547,20:26,
10205,2006,Hydrological,Flood,,TWN,Taiwan,Eastern Asia,Asia,24.07,120.79,,116130.0
10206,2006,Meteorological,Storm,Bilis,TWN,Taiwan,Eastern Asia,Asia,,,,
10207,2006,Meteorological,Storm,Kaemi,TWN,Taiwan,Eastern Asia,Asia,26.39,117.28,,
10208,2006,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,-3.33,37.22,,
10209,2006,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,,,,
10210,2006,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
10211,2006,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
10212,2006,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
10213,2006,Biological,Epidemic,,TZA,Tanzania,Eastern Africa,Africa,,,,
10214,2006,Biological,Insect infestation,,TZA,Tanzania,Eastern Africa,Africa,,,,
10215,2006,Hydrological,Flood,,UGA,Uganda,Eastern Africa,Africa,1.38,34.28,,
10216,2006,Hydrological,Flood,,UGA,Uganda,Eastern Africa,Africa,0.78,39.72,,
10217,2006,Biological,Epidemic,Cholera,UGA,Uganda,Eastern Africa,Africa,,,,
10218,2006,Biological,Epidemic,Meningoccal disease,UGA,Uganda,Eastern Africa,Africa,,,,
10219,2006,Biological,Epidemic,Meningococcal disease,UGA,Uganda,Eastern Africa,Africa,,,,
10220,2006,Biological,Epidemic,Cholera,UGA,Uganda,Eastern Africa,Africa,,,,
10221,2006,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,90000.0
10222,2006,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
10223,2006,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,360000.0
10224,2006,Hydrological,Flood,,USA,United States of America,Northern America,Americas,41.41,-86.91,,7000.0
10225,2006,Hydrological,Flood,,USA,United States of America,Northern America,Americas,31.76,-106.39,,100000.0
10226,2006,Hydrological,Flood,,USA,United States of America,Northern America,Americas,41.52,-81.09,,
10227,2006,Hydrological,Flood,,USA,United States of America,Northern America,Americas,62.45,-99.99,,15500.0
10228,2006,Hydrological,Flood,,USA,United States of America,Northern America,Americas,60.88,-145.99,,
10229,2006,Hydrological,Flood,,USA,United States of America,Northern America,Americas,47.86,-122.15,,
10230,2006,Meteorological,Extreme temperature ,,USA,United States of America,Northern America,Americas,,,,
10231,2006,Meteorological,Extreme temperature ,,USA,United States of America,Northern America,Americas,,,,
10232,2006,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,25000.0
10233,2006,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,25000.0
10234,2006,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,16000.0
10235,2006,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
10236,2006,Hydrological,Flood,,VEN,Venezuela,South America,Americas,,,,
10237,2006,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,,,,1000.0
10238,2006,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,11.06,104.68,,
10239,2006,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,,,,
10240,2006,Meteorological,Storm,Chanchu (Caloy),VNM,Vietnam,South-Eastern Asia,Asia,,,,
10241,2006,Meteorological,Storm,Xangsane (Milenyo),VNM,Vietnam,South-Eastern Asia,Asia,16.68,107.21,,624000.0
10242,2006,Geophysical,Volcanic activity,Lopevi,VUT,Vanuatu,Melanesia,Oceania,-16.507,168.346,,
10243,2006,Hydrological,Flood,,YEM,Yemen,Western Asia,Asia,14.54,44.18,,
10244,2006,Hydrological,Flood,,ZAF,South Africa,Southern Africa,Africa,-27.44,24.83,,71000.0
10245,2006,Hydrological,Flood,,ZAF,South Africa,Southern Africa,Africa,-33.538,26.3,,145000.0
10246,2006,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10247,2007,Geophysical,Earthquake,,JPN,Japan,Eastern Asia,Asia,37.336,136.588,09:42,250000.0
10248,2007,Meteorological,Storm,Indhala,MDG,Madagascar,Eastern Africa,Africa,-14.84,49.94,,240000.0
10249,2007,Meteorological,Storm,Becky,NZL,New Zealand,Australia and New Zealand,Oceania,-35.35,173.98,,
10250,2007,Geophysical,Earthquake,,SLB,Solomon Islands,Melanesia,Oceania,-8.466,157.043,07:40,
10251,2007,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,500000.0
10252,2007,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,6.71,80.95,,
10253,2007,Hydrological,Flood,,PER,Peru,South America,Americas,-11.47,-74.46,,
10254,2007,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,7.71,125.22,,4080.0
10255,2007,Meteorological,Storm,Gamède,REU,Réunion,Eastern Africa,Africa,,,,
10256,2007,Hydrological,Flood,,ROU,Romania,Eastern Europe,Europe,,,,
10257,2007,Hydrological,Flood,,THA,Thailand,South-Eastern Asia,Asia,7.44,99.65,,
10258,2007,Hydrological,Flood,,YEM,Yemen,Western Asia,Asia,15.1,43.88,,
10259,2007,Hydrological,Flood,,MOZ,Mozambique,Eastern Africa,Africa,-17.47,35.15,,71000.0
10260,2007,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,140000.0
10261,2007,Meteorological,Storm,Clovis,MDG,Madagascar,Eastern Africa,Africa,,,,
10262,2007,Hydrological,Flood,,MDG,Madagascar,Eastern Africa,Africa,-18.49,46.34,,
10263,2007,Meteorological,Storm,Jaya,MDG,Madagascar,Eastern Africa,Africa,,,,
10264,2007,Hydrological,Flood,,MOZ,Mozambique,Eastern Africa,Africa,,,,
10265,2007,Meteorological,Storm,Favio,MOZ,Mozambique,Eastern Africa,Africa,,,,
10266,2007,Meteorological,Storm,Gamède,MUS,Mauritius,Eastern Africa,Africa,,,,
10267,2007,Hydrological,Flood,,MWI,Malawi,Eastern Africa,Africa,-17.47,35.15,,
10268,2007,Hydrological,Flood,,MWI,Malawi,Eastern Africa,Africa,-10.62,32.59,,
10269,2007,Hydrological,Flood,,MYS,Malaysia,South-Eastern Asia,Asia,2.19,103.37,,605000.0
10270,2007,Hydrological,Flood,,NAM,Namibia,Southern Africa,Africa,12.95,24.37,,
10271,2007,Biological,Epidemic,Cholera,NAM,Namibia,Southern Africa,Africa,,,,
10272,2007,Meteorological,Storm,Kyrill,NLD,Netherlands,Western Europe,Europe,,,,550000.0
10273,2007,Hydrological,Landslide,,PAK,Pakistan,Southern Asia,Asia,,,,
10274,2007,Hydrological,Landslide,,PAK,Pakistan,Southern Asia,Asia,,,,
10275,2007,Hydrological,Landslide,,PAK,Pakistan,Southern Asia,Asia,,,,
10276,2007,Meteorological,Storm,Kyrill,POL,Poland,Eastern Europe,Europe,,,,100000.0
10277,2007,Meteorological,Storm,,RUS,Russia,Eastern Europe,Europe,,,,
10278,2007,Hydrological,Flood,,RWA,Rwanda,Eastern Africa,Africa,-1.73,29.48,,9.0
10279,2007,Meteorological,Storm,Kyrill,SVN,Slovenia,Southern Europe,Europe,,,,100000.0
10280,2007,Biological,Epidemic,Rift Valley Fever,TZA,Tanzania,Eastern Africa,Africa,,,,
10281,2007,Meteorological,Storm,Kyrill,UKR,Ukraine,Eastern Europe,Europe,,,,100000.0
10282,2007,Hydrological,Flood,,URY,Uruguay,South America,Americas,-31.99,-59.12,,
10283,2007,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,130000.0
10284,2007,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,600000.0
10285,2007,Hydrological,Flood,,USA,United States of America,Northern America,Americas,34.88,-90.07,,
10286,2007,Hydrological,Flood,,YEM,Yemen,Western Asia,Asia,16.57,49.13,,
10287,2005,Climatological,Drought,,ZMB,Zambia,Eastern Africa,Africa,,,,
10288,2005,Biological,Epidemic,Penumonic plague,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10289,2005,Hydrological,Flood,,ZMB,Zambia,Eastern Africa,Africa,,,,
10290,2005,Biological,Epidemic,Cholera,ZMB,Zambia,Eastern Africa,Africa,,,,
10291,2005,Biological,Epidemic,Cholera,ZWE,Zimbabwe,Eastern Africa,Africa,,,,
10292,2005,Biological,Epidemic,Cholera,ZWE,Zimbabwe,Eastern Africa,Africa,,,,
10293,2006,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,-4.36,16.17,,
10294,2006,Meteorological,Storm,Daryl,TLS,Timor-Leste,South-Eastern Asia,Asia,,,,
10295,2006,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10296,2006,Biological,Epidemic,Cholera,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10297,2006,Biological,Epidemic,Cholera,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10298,2006,Biological,Epidemic,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10299,2006,Biological,Epidemic,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10300,2006,Biological,Epidemic,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10301,2006,Biological,Epidemic,Cholera,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10302,2006,Biological,Epidemic,Hepatitis E,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10303,2006,Biological,Epidemic,Cholera,ZMB,Zambia,Eastern Africa,Africa,,,,
10304,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,36.68,119.23,,329000.0
10305,2007,Meteorological,Storm,Wipha/Goring,CHN,China,Eastern Asia,Asia,,,,638000.0
10306,2007,Meteorological,Storm,Noel,DOM,Dominican Republic,Caribbean,Americas,18.53,-70.06,,77700.0
10307,2007,Meteorological,Storm,Olga,DOM,Dominican Republic,Caribbean,Americas,18.93,-71.03,,45000.0
10308,2007,Meteorological,Storm,Dean,GLP,Guadeloupe,Caribbean,Americas,,,,300000.0
10309,2007,Meteorological,Storm,Felix,GTM,Guatemala,Central America,Americas,14.62,-83.64,,
10310,2007,Meteorological,Storm,Felix,HND,Honduras,Central America,Americas,14.62,-83.64,,6579.0
10311,2007,Meteorological,Storm,Noel,CUB,Cuba,Caribbean,Americas,18.53,-70.06,,500000.0
10312,2007,Meteorological,Storm,,FRA,France,Western Europe,Europe,43.3,-0.47,,
10313,2007,Hydrological,Flood,,AUS,Australia,Australia and New Zealand,Oceania,-32.87,151.38,,1300000.0
10314,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,30.28,107.78,,78000.0
10315,2007,Meteorological,Extreme temperature ,,IND,India,Southern Asia,Asia,,,,
10316,2007,Meteorological,Extreme temperature ,,BGR,Bulgaria,Eastern Europe,Europe,,,,
10317,2007,Meteorological,Storm,Dean,CUB,Cuba,Caribbean,Americas,,,,
10318,2007,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,22.4,91.95,,14000.0
10319,2007,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,23.92,91.23,,100000.0
10320,2007,Hydrological,Flood,,BRA,Brazil,South America,Americas,-22.72,-43.42,,
10321,2007,Geophysical,Earthquake,,BRB,Barbados,Caribbean,Americas,14.944,-61.274,,
10322,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,4425655.0
10323,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,24.1,100.16,,40000.0
10324,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,43.09,88.21,,80000.0
10325,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,
10326,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,-1.8,116.72,,26000.0
10327,2007,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,27.72,104.07,,5500.0
10328,2007,Hydrological,Flood,,COG,Congo,Middle Africa,Africa,,,,
10329,2007,Hydrological,Flood,,COL,Colombia,South America,Americas,8.38,-75.59,,
10330,2007,Hydrological,Flood,,COL,Colombia,South America,Americas,7.38,-75.43,,
10331,2007,Hydrological,Flood,,COL,Colombia,South America,Americas,4.5,-75.21,,
10332,2007,Hydrological,Flood,,CRI,Costa Rica,Central America,Americas,10.98,-85.44,,80000.0
10333,2007,Hydrological,Flood,,GTM,Guatemala,Central America,Americas,14.6,-90.49,,
10334,2007,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,19.55,-71.05,,
10335,2007,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
10336,2007,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,-1.74,121.49,,
10337,2007,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,-7.54,111.33,,
10338,2007,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,-1.08,116.72,,
10339,2007,Hydrological,Flood,,IND,India,Southern Asia,Asia,14.94,78.16,,
10340,2007,Hydrological,Flood,,IND,India,Southern Asia,Asia,31.24,76.53,,
10341,2007,Geophysical,Earthquake,,CHL,Chile,South America,Americas,-45.243,-72.648,,
10342,2007,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,-4.438,101.367,18:00,500000.0
10343,2007,Hydrological,Flood,,BOL,Bolivia,South America,Americas,-17.66,-65.3,,500000.0
10344,2007,Hydrological,Flood,,GBR,United Kingdom,Northern Europe,Europe,52.52,-0.76,,448000.0
10345,2007,Meteorological,Storm,,CHN,China,Eastern Asia,Asia,,,,7200.0
10346,2007,Hydrological,Flood,,DZA,Algeria,Northern Africa,Africa,34.95,5.79,,29500.0
10347,2007,Hydrological,Flood,,GBR,United Kingdom,Northern Europe,Europe,52.07,-2.1,,4000000.0
10348,2007,Meteorological,Extreme temperature ,,GRC,Greece,Southern Europe,Europe,,,,
10349,2007,Meteorological,Storm,George and Jacob,AUS,Australia,Australia and New Zealand,Oceania,-13.67,131.92,,100000.0
10350,2007,Hydrological,Flood,,BDI,Burundi,Eastern Africa,Africa,,,,
10351,2007,Meteorological,Storm,Sidr,BGD,Bangladesh,Southern Asia,Asia,22.61,90.15,,2300000.0
10352,2007,Meteorological,Storm,Noel,BHS,Bahamas,Caribbean,Americas,18.53,-70.06,,
10353,2007,Meteorological,Storm,Sepat,CHN,China,Eastern Asia,Asia,,,,890555.0
10354,2007,Meteorological,Storm,Krosa,CHN,China,Eastern Asia,Asia,,,,1077788.0
10355,2007,Meteorological,Storm,Dean,DMA,Dominica,Caribbean,Americas,,,,20000.0
10356,2007,Meteorological,Storm,Dean,DOM,Dominican Republic,Caribbean,Americas,14.64,-61.02,,40000.0
10357,2007,Meteorological,Storm,Dean,HTI,Haiti,Caribbean,Americas,14.64,-61.02,,
10358,2007,Meteorological,Storm,Noel,HTI,Haiti,Caribbean,Americas,18.53,-70.06,,
10359,2007,Meteorological,Storm,Olga,HTI,Haiti,Caribbean,Americas,18.93,-71.03,,
10360,2007,Meteorological,Extreme temperature ,,ARG,Argentina,South America,Americas,,,,
10361,2007,Meteorological,Extreme temperature ,,BOL,Bolivia,South America,Americas,,,,
10362,2007,Hydrological,Landslide,,CHN,China,Eastern Asia,Asia,,,,
10363,2007,Biological,Epidemic,Meningococcal disease,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
10364,2007,Hydrological,Flood,,ZMB,Zambia,Eastern Africa,Africa,-12.95,24.37,,
10365,2007,Hydrological,Flood,,ZMB,Zambia,Eastern Africa,Africa,-10.62,32.59,,
10366,2007,Biological,Epidemic,Cholera,ZMB,Zambia,Eastern Africa,Africa,,,,
10367,2007,Meteorological,Storm,Favio,ZWE,Zimbabwe,Eastern Africa,Africa,,,,1200.0
10368,2007,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,36.52,70.6,,
10369,2007,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,37.01,70.73,,
10370,2007,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,34.53,66.13,,
10371,2007,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,,,,
10372,2007,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,36.29,68.85,,
10373,2007,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,35.28,71.14,,
10374,2007,Biological,Epidemic,Unknown,AGO,Angola,Middle Africa,Africa,,,,
