,Year,Disaster Subgroup,Disaster Type,Event Name,ISO,Country,Region,Continent,Latitude,Longitude,Local Time,Total Damages ('000 US$)
13539,2015,Meteorological,Storm,Tropical Storm Etau,JPN,Japan,Eastern Asia,Asia,,,,
13540,2015,Meteorological,Storm,Cyclone 'Pam',KIR,Kiribati,Micronesia,Oceania,,,,
13541,2015,Meteorological,Storm,Hurricane Patricia,MEX,Mexico,Central America,Americas,283.812,-101.77,,823000.0
13542,2015,Meteorological,Storm,,MWI,Malawi,Eastern Africa,Africa,,,,
13543,2015,Meteorological,Storm,,OMN,Oman,Western Asia,Asia,,,,221000.0
13544,2015,Meteorological,Storm,Huda,PSE,Palestine,Western Asia,Asia,,,,
13545,2015,Meteorological,Storm,Cyclone 'Pam',SLB,Solomon Islands,Melanesia,Oceania,,,,
13546,2015,Meteorological,Storm,Cyclone Megh,SOM,Somalia,Eastern Africa,Africa,,,,
13547,2015,Climatological,Drought,,MWI,Malawi,Eastern Africa,Africa,,,,
13548,2015,Climatological,Drought,,NAM,Namibia,Southern Africa,Africa,,,,60000.0
13549,2015,Climatological,Drought,,NER,Niger,Western Africa,Africa,,,,
13550,2015,Climatological,Drought,,SDN,Sudan,Northern Africa,Africa,,,,
13551,2015,Climatological,Drought,,SOM,Somalia,Eastern Africa,Africa,,,,
13552,2015,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,60000.0
13553,2015,Hydrological,Flood,,HRV,Croatia,Southern Europe,Europe,,,,
13554,2015,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,18.695,-72.19,,
13555,2015,Biological,Epidemic,Cholera,HTI,Haiti,Caribbean,Americas,,,,
13556,2015,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,-0.621,131.262,12:53,
13557,2015,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13558,2015,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13559,2015,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13560,2015,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,235000.0
13561,2015,Hydrological,Landslide,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13562,2015,Hydrological,Landslide,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13563,2015,Hydrological,Landslide,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13564,2015,Climatological,Wildfire,,IDN,Indonesia,South-Eastern Asia,Asia,,,,1000000.0
13565,2015,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13566,2015,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,3000.0
13567,2015,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
13568,2015,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
13569,2015,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
13570,2015,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,28.2305,84.7314,,
13571,2015,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,27.8087,86.0655,12:35,
13572,2015,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,36.5244,70.3676,13:39,
13573,2015,Hydrological,Flood,,IND,India,Southern Asia,Asia,10.7121,79.18,,
13574,2015,Hydrological,Flood,,IND,India,Southern Asia,Asia,21.8734,70.76,,604000.0
13575,2015,Hydrological,Landslide,,IND,India,Southern Asia,Asia,26.9195,93.87,,
13576,2015,Meteorological,Extreme temperature ,,IND,India,Southern Asia,Asia,,,,
13577,2015,Climatological,Drought,,IND,India,Southern Asia,Asia,,,,3000000.0
13578,2015,Hydrological,Flood,,IND,India,Southern Asia,Asia,26.8946,93.75,,
13579,2015,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,
13580,2015,Hydrological,Flood,,IND,India,Southern Asia,Asia,118.278,788.55,,2200000.0
13581,2015,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,60000.0
13582,2015,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,33.6304,54.04,,
13583,2015,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,516000.0
13584,2015,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,
13585,2015,Hydrological,Flood,,IRQ,Iraq,Western Asia,Asia,,,,
13586,2015,Biological,Epidemic,Cholera,IRQ,Iraq,Western Asia,Asia,,,,
13587,2015,Meteorological,Storm,,ISR,Israel,Western Asia,Asia,,,,
13588,2015,Hydrological,Flood,,ITA,Italy,Southern Europe,Europe,,,,
13589,2015,Hydrological,Flood,,ITA,Italy,Southern Europe,Europe,,,,111000.0
13590,2015,Meteorological,Storm,Typhoon Noul (Dodong),JPN,Japan,Eastern Asia,Asia,,,,23200.0
13591,2015,Meteorological,Storm,Typhoon Goni (Ineng),JPN,Japan,Eastern Asia,Asia,,,,
13592,2015,Meteorological,Storm,Typhoon Dujuan,JPN,Japan,Eastern Asia,Asia,,,,
13593,2015,Meteorological,Extreme temperature ,,JPN,Japan,Eastern Asia,Asia,,,,
13594,2015,Meteorological,Extreme temperature ,,JPN,Japan,Eastern Asia,Asia,,,,
13595,2015,Meteorological,Extreme temperature ,,JPN,Japan,Eastern Asia,Asia,,,,
13596,2015,Hydrological,Flood,,KAZ,Kazakhstan,Central Asia,Asia,,,,5300.0
13597,2015,Hydrological,Flood,,KEN,Kenya,Eastern Africa,Africa,,,,
13598,2015,Hydrological,Flood,,KEN,Kenya,Eastern Africa,Africa,-0.795,36.25,,
13599,2015,Hydrological,Flood,,KEN,Kenya,Eastern Africa,Africa,-203.643,395.13,,
13600,2015,Geophysical,Earthquake,,KGZ,Kyrgyzstan,Central Asia,Asia,40.376,73.204,23.29,12000.0
13601,2015,Biological,Epidemic,MERS-CoV,KOR,South Korea,Eastern Asia,Asia,,,,
13602,2015,Hydrological,Flood,,LAO,Laos,South-Eastern Asia,Asia,,,,10000.0
13603,2015,Meteorological,Storm,,LBN,Lebanon,Western Asia,Asia,,,,
13604,2015,Meteorological,Storm,Huda,LBN,Lebanon,Western Asia,Asia,,,,
13605,2015,Meteorological,Storm,,LBN,Lebanon,Western Asia,Asia,,,,
13606,2015,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,,,,
13607,2015,Hydrological,Flood,,MDG,Madagascar,Eastern Africa,Africa,,,,
13608,2015,Meteorological,Storm,Tropical storm 'Fundi',MDG,Madagascar,Eastern Africa,Africa,,,,10000.0
13609,2015,Meteorological,Storm,,MEX,Mexico,Central America,Americas,,,,
13610,2015,Hydrological,Flood,,MEX,Mexico,Central America,Americas,19.4811,-103.43,,
13611,2015,Hydrological,Flood,,MKD,North Macedonia,Southern Europe,Europe,,,,
13612,2015,Hydrological,Flood,,MLI,Mali,Western Africa,Africa,,,,
13613,2015,Meteorological,Storm,,MMR,Myanmar,South-Eastern Asia,Asia,,,,
13614,2015,Hydrological,Flood,,MMR,Myanmar,South-Eastern Asia,Asia,,,,
13615,2015,Hydrological,Landslide,,MMR,Myanmar,South-Eastern Asia,Asia,,,,
13616,2015,Hydrological,Landslide,,MMR,Myanmar,South-Eastern Asia,Asia,,,,
13617,2015,Hydrological,Flood,,MOZ,Mozambique,Eastern Africa,Africa,,,,
13618,2015,Hydrological,Flood,,NER,Niger,Western Africa,Africa,14.8417,2.5,,
13619,2015,Biological,Epidemic,Measles,NER,Niger,Western Africa,Africa,,,,
13620,2015,Hydrological,Flood,,NGA,Nigeria,Western Africa,Africa,995.267,115.28,,25000.0
13621,2015,Biological,Epidemic,Cholera,NGA,Nigeria,Western Africa,Africa,,,,
13622,2015,Hydrological,Flood,,NIC,Nicaragua,Central America,Americas,,,,
13623,2015,Hydrological,Landslide,,NPL,Nepal,Southern Asia,Asia,,,,
13624,2015,Hydrological,Flood,,NZL,New Zealand,Australia and New Zealand,Oceania,-39.8648,175.23,,171000.0
13625,2015,Hydrological,Flood,,NZL,New Zealand,Australia and New Zealand,Oceania,-41.092,175.35,,100000.0
13626,2015,Geophysical,Earthquake,,PAK,Pakistan,Southern Asia,Asia,36.5244,70.3676,14:09,
13627,2015,Geophysical,Earthquake,,PAK,Pakistan,Southern Asia,Asia,36.4935,71.1263,,
13628,2015,Geophysical,Mass movement (dry),,PAK,Pakistan,Southern Asia,Asia,,,,
13629,2015,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,
13630,2015,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,
13631,2015,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,
13632,2015,Meteorological,Extreme temperature ,,PAK,Pakistan,Southern Asia,Asia,,,,
13633,2015,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,35.0129,72.84,,
13634,2015,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,34.3432,72.27,,
13635,2015,Hydrological,Flood,,PAN,Panama,Central America,Americas,,,,
13636,2015,Climatological,Drought,,PAN,Panama,Central America,Americas,,,,
13637,2015,Hydrological,Flood,,PER,Peru,South America,Americas,,,,
13638,2015,Meteorological,Extreme temperature ,,PER,Peru,South America,Americas,,,,94000.0
13639,2015,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,
13640,2015,Meteorological,Storm,Typhoon' Maysak',PHL,Philippines,South-Eastern Asia,Asia,,,,
13641,2015,Meteorological,Storm,Typhoon Noul (Dodong),PHL,Philippines,South-Eastern Asia,Asia,,,,348.0
13642,2015,Meteorological,Storm,Typhoon Chan-Home,PHL,Philippines,South-Eastern Asia,Asia,,,,1500000.0
13643,2015,Meteorological,Storm,Typhoon 'Soudelor' (Hanna),PHL,Philippines,South-Eastern Asia,Asia,,,,
13644,2015,Meteorological,Storm,Typhoon Mujigae,PHL,Philippines,South-Eastern Asia,Asia,,,,1300.0
13645,2015,Climatological,Drought,,PHL,Philippines,South-Eastern Asia,Asia,,,,84399.0
13646,2015,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,15.5509,120.8,,
13647,2015,Meteorological,Storm,Cyclone 'Pam',PNG,Papua New Guinea,Melanesia,Oceania,,,,
13648,2015,Hydrological,Flood,,PNG,Papua New Guinea,Melanesia,Oceania,,,,
13649,2015,Meteorological,Storm,,POL,Poland,Eastern Europe,Europe,,,,
13650,2015,Meteorological,Extreme temperature ,,POL,Poland,Eastern Europe,Europe,,,,
13651,2015,Hydrological,Flood,,PRK,North Korea,Eastern Asia,Asia,,,,
13652,2015,Climatological,Drought,,PRK,North Korea,Eastern Asia,Asia,,,,
13653,2015,Hydrological,Flood,,PRT,Portugal,Southern Europe,Europe,,,,
13654,2015,Meteorological,Storm,,PRY,Paraguay,South America,Americas,,,,
13655,2015,Hydrological,Flood,,PRY,Paraguay,South America,Americas,-25.451,-59.27,,
13656,2015,Hydrological,Flood,,PRY,Paraguay,South America,Americas,-260.369,-558.48,,
13657,2015,Hydrological,Flood,,ROU,Romania,Eastern Europe,Europe,46.8147,22.86,,
13658,2015,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,,,,
13659,2015,Climatological,Wildfire,,RUS,Russia,Eastern Europe,Europe,,,,136820.0
13660,2015,Hydrological,Flood,,SAU,Saudi Arabia,Western Asia,Asia,,,,2000.0
13661,2015,Hydrological,Flood,,SAU,Saudi Arabia,Western Asia,Asia,,,,
13662,2015,Hydrological,Flood,,SDN,Sudan,Northern Africa,Africa,,,,
13663,2015,Meteorological,Extreme temperature ,,SDN,Sudan,Northern Africa,Africa,,,,
13664,2015,Meteorological,Storm,Tropical cylone Raquel,SLB,Solomon Islands,Melanesia,Oceania,,,,2000.0
13665,2015,Climatological,Drought,,SLB,Solomon Islands,Melanesia,Oceania,,,,
13666,2015,Hydrological,Flood,,SLE,Sierra Leone,Western Africa,Africa,,,,
13667,2015,Meteorological,Storm,,SLV,El Salvador,Central America,Americas,,,,
13668,2015,Hydrological,Flood,,SLV,El Salvador,Central America,Americas,,,,
13669,2015,Meteorological,Storm,Cyclone Chapala,SOM,Somalia,Eastern Africa,Africa,,,,
13670,2015,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,,,,
13671,2015,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,,,,
13672,2015,Meteorological,Storm,,SYR,Syrian Arab Republic,Western Asia,Asia,,,,
13673,2015,Biological,Epidemic,Meningitis,TGO,Togo,Western Africa,Africa,,,,
13674,2016,Meteorological,Storm,,NGA,Nigeria,Western Africa,Africa,,,,
13675,2016,Meteorological,Storm,,MMR,Myanmar,South-Eastern Asia,Asia,,,,2000.0
13676,2016,Hydrological,Flood,,MKD,North Macedonia,Southern Europe,Europe,,,,50000.0
13677,2016,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,,,,10000.0
13678,2016,Meteorological,Storm,Tropical storm 'Earl',MEX,Mexico,Central America,Americas,,,,
13679,2016,Meteorological,Storm,,NLD,Netherlands,Western Europe,Europe,,,,844000.0
13680,2016,Meteorological,Extreme temperature ,,MAR,Morocco,Northern Africa,Africa,,,,
13681,2016,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,
13682,2016,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,
13683,2016,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13684,2016,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,-246.543,103.35,,2000.0
13685,2016,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13686,2016,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,-7.042,108.238,,22000.0
13687,2016,Hydrological,Flood,,IND,India,Southern Asia,Asia,27.464,95.607,,150000.0
13688,2016,Hydrological,Flood,,JPN,Japan,Eastern Asia,Asia,326.031,130.99,,
13689,2016,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,,,,1200000.0
13690,2016,Hydrological,Flood,,MEX,Mexico,Central America,Americas,,,,
13691,2016,Hydrological,Flood,,NPL,Nepal,Southern Asia,Asia,,,,15000.0
13692,2016,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,330.545,717.79,,
13693,2016,Hydrological,Flood,,PER,Peru,South America,Americas,,,,2000.0
13694,2016,Hydrological,Flood,,RWA,Rwanda,Eastern Africa,Africa,,,,
13695,2016,Hydrological,Flood,,KEN,Kenya,Eastern Africa,Africa,,,,
13696,2016,Hydrological,Landslide,,IDN,Indonesia,South-Eastern Asia,Asia,,,,25000.0
13697,2016,Meteorological,Storm,Typhoon Lionrock,JPN,Japan,Eastern Asia,Asia,,,,
13698,2016,Meteorological,Storm,Hurricane 'Matthew',LCA,Saint Lucia,Caribbean,Americas,,,,
13699,2016,Meteorological,Storm,Hurricane Newton,MEX,Mexico,Central America,Americas,,,,50000.0
13700,2016,Climatological,Drought,,KHM,Cambodia,South-Eastern Asia,Asia,,,,
13701,2016,Climatological,Drought,,HTI,Haiti,Caribbean,Americas,,,,84000.0
13702,2016,Climatological,Drought,,LSO,Lesotho,Southern Africa,Africa,,,,
13703,2016,Climatological,Drought,,MDG,Madagascar,Eastern Africa,Africa,,,,
13704,2016,Climatological,Drought,,MOZ,Mozambique,Eastern Africa,Africa,,,,
13705,2016,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,
13706,2016,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,
13707,2016,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,2000.0
13708,2016,Hydrological,Flood,,POL,Poland,Eastern Europe,Europe,,,,
13709,2016,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,,,,
13710,2016,Meteorological,Storm,Hurricane 'Matthew',HTI,Haiti,Caribbean,Americas,,,,2000000.0
13711,2016,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,
13712,2016,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,-3.863,127.229,,
13713,2016,Hydrological,Landslide,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13714,2016,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13715,2016,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
13716,2016,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
13717,2016,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
13718,2016,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,24.804,93.65,,75000.0
13719,2016,Hydrological,Flood,,IND,India,Southern Asia,Asia,27.068,93.95,,100000.0
13720,2016,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,150000.0
13721,2016,Hydrological,Landslide,,IND,India,Southern Asia,Asia,,,,
13722,2016,Hydrological,Landslide,,IND,India,Southern Asia,Asia,,,,
13723,2016,Meteorological,Extreme temperature ,,IND,India,Southern Asia,Asia,,,,
13724,2016,Climatological,Wildfire,,IND,India,Southern Asia,Asia,,,,
13725,2016,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,350000.0
13726,2016,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,160000.0
13727,2016,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,
13728,2016,Geophysical,Earthquake,,ITA,Italy,Southern Europe,Europe,42.723,13.187,03:36,5000000.0
13729,2016,Meteorological,Storm,Hurricane 'Matthew',JAM,Jamaica,Caribbean,Americas,,,,
13730,2016,Geophysical,Earthquake,,JPN,Japan,Eastern Asia,Asia,32.788,130.7,21:26,
13731,2016,Geophysical,Earthquake,,JPN,Japan,Eastern Asia,Asia,32.791,130.75,17:00,20000000.0
13732,2016,Meteorological,Extreme temperature ,,JPN,Japan,Eastern Asia,Asia,,,,
13733,2016,Hydrological,Flood,,KEN,Kenya,Eastern Africa,Africa,,,,
13734,2016,Geophysical,Earthquake,,KOR,South Korea,Eastern Asia,Asia,35.781,129.216,20:32,21000.0
13735,2016,Meteorological,Extreme temperature ,,KOR,South Korea,Eastern Asia,Asia,,,,127000.0
13736,2016,Hydrological,Flood,,LAO,Laos,South-Eastern Asia,Asia,,,,50.0
13737,2016,Hydrological,Flood,,LBR,Liberia,Western Africa,Africa,,,,
13738,2016,Hydrological,Flood,,MEX,Mexico,Central America,Americas,23.672,-104.964,,25000.0
13739,2016,Hydrological,Flood,,MEX,Mexico,Central America,Americas,17.071,-93.805,,
13740,2016,Geophysical,Earthquake,,MKD,North Macedonia,Southern Europe,Europe,42.009,21.49,15:10,10000.0
13741,2016,Hydrological,Flood,,MLI,Mali,Western Africa,Africa,,,,
13742,2016,Meteorological,Storm,,MMR,Myanmar,South-Eastern Asia,Asia,,,,2600.0
13743,2016,Hydrological,Landslide,,MMR,Myanmar,South-Eastern Asia,Asia,,,,
13744,2016,Hydrological,Flood,,MMR,Myanmar,South-Eastern Asia,Asia,183.158,952.6,,
13745,2016,Hydrological,Flood,,MOZ,Mozambique,Eastern Africa,Africa,-12.651,394.64,,
13746,2016,Hydrological,Flood,,MWI,Malawi,Eastern Africa,Africa,,,,
13747,2016,Hydrological,Flood,,MYS,Malaysia,South-Eastern Asia,Asia,,,,
13748,2016,Hydrological,Flood,,MYS,Malaysia,South-Eastern Asia,Asia,,,,
13749,2016,Hydrological,Flood,,NER,Niger,Western Africa,Africa,,,,
13750,2016,Hydrological,Flood,,NER,Niger,Western Africa,Africa,,,,
13751,2016,Hydrological,Flood,,NGA,Nigeria,Western Africa,Africa,,,,
13752,2016,Climatological,Wildfire,,NPL,Nepal,Southern Asia,Asia,,,,
13753,2016,Hydrological,Flood,,NPL,Nepal,Southern Asia,Asia,,,,
13754,2016,Hydrological,Flood,,NZL,New Zealand,Australia and New Zealand,Oceania,-42.169,172.21,,25000.0
13755,2016,Hydrological,Flood,,OMN,Oman,Western Asia,Asia,,,,
13756,2016,Meteorological,Storm,,PAK,Pakistan,Southern Asia,Asia,,,,
13757,2016,Geophysical,Earthquake,,PAK,Pakistan,Southern Asia,Asia,36.473,71.13,,
13758,2016,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,361.038,727.93,,
13759,2016,Geophysical,Earthquake,,PER,Peru,South America,Americas,-15.64,-71.68,21:58,
13760,2016,Meteorological,Storm,Typhoon Butchoy (Nepartak),PHL,Philippines,South-Eastern Asia,Asia,,,,
13761,2016,Meteorological,Storm,Typhoon Ferdie (Meranti),PHL,Philippines,South-Eastern Asia,Asia,,,,4913.0
13762,2016,Meteorological,Extreme temperature ,,POL,Poland,Eastern Europe,Europe,,,,
13763,2016,Hydrological,Flood,,PRK,North Korea,Eastern Asia,Asia,,,,61000.0
13764,2016,Climatological,Wildfire,,PRT,Portugal,Southern Europe,Europe,,,,157000.0
13765,2016,Climatological,Drought,,PRY,Paraguay,South America,Americas,,,,
13766,2016,Hydrological,Flood,,ROU,Romania,Eastern Europe,Europe,,,,
13767,2016,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,61.967,59.803,,2000.0
13768,2016,Hydrological,Landslide,,RWA,Rwanda,Eastern Africa,Africa,-20.565,300.12,,
13769,2016,Hydrological,Flood,,SAU,Saudi Arabia,Western Asia,Asia,,,,
13770,2016,Hydrological,Flood,,SAU,Saudi Arabia,Western Asia,Asia,,,,
13771,2016,Hydrological,Flood,,SDN,Sudan,Northern Africa,Africa,,,,
13772,2016,Biological,Epidemic,,SDN,Sudan,Northern Africa,Africa,,,,
13773,2016,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,,,,
13774,2016,Climatological,Drought,,SWZ,Swaziland,Southern Africa,Africa,,,,
13775,2016,Biological,Epidemic,Dengue,SYC,Seychelles,Eastern Africa,Africa,,,,
13776,2016,Meteorological,Extreme temperature ,,THA,Thailand,South-Eastern Asia,Asia,,,,
13777,1902,Geophysical,Earthquake,,AZE,Azerbaijan,Western Asia,Asia,40.7,48.6,13:39,
13778,1902,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,39.88,76.2,04:50,
13779,1904,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,37.75,27,07:30,
13780,1905,Geophysical,Earthquake,,ALB,Albania,Southern Europe,Europe,42.1,19600,06:01,23800.0
13781,1905,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,29.3,104.8,10:33,
13782,1906,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,43.5,85.5,00:21,
13783,1909,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,24.4,103,22:30,
13784,1992,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
13785,2003,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
13786,2013,Climatological,Drought,,ZWE,Zimbabwe,Eastern Africa,Africa,,,,500000.0
13787,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
13788,2014,Meteorological,Storm,Typhoon Rammasun (Glenda),VNM,Vietnam,South-Eastern Asia,Asia,,,,6200.0
13789,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,270000.0
13790,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,2000000.0
13791,2014,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,15000.0
13792,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,170000.0
13793,2014,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,38.2151667,-122.3123333,03:20,700000.0
13794,2014,Hydrological,Flood,,TJK,Tajikistan,Central Asia,Asia,,,,2000.0
13795,2014,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,90000.0
13796,2014,Hydrological,Flood,,ZAF,South Africa,Southern Africa,Africa,-21.5153,25.61,,85000.0
13797,2014,Hydrological,Flood,,ZWE,Zimbabwe,Eastern Africa,Africa,,,,20000.0
13798,2014,Hydrological,Flood,,SRB,Serbia,Southern Europe,Europe,,,,
13799,2014,Hydrological,Flood,,SRB,Serbia,Southern Europe,Europe,44.0617,24.49,,
13800,2014,Hydrological,Flood,,SRB,Serbia,Southern Europe,Europe,,,,2048262.0
13801,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,3900000.0
13802,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1600000.0
13803,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,750000.0
13804,2014,Meteorological,Storm,Typhoon Henry (Matmo),TWN,Taiwan,Eastern Asia,Asia,,,,20000.0
13805,2014,Meteorological,Storm,Tropical strom Fung-Wong (Mario),TWN,Taiwan,Eastern Asia,Asia,,,,400000.0
13806,2014,Meteorological,Storm,Tropical cylone Lusi ,VUT,Vanuatu,Melanesia,Oceania,,,,2000.0
13807,2014,Climatological,Drought,,THA,Thailand,South-Eastern Asia,Asia,,,,
13808,2014,Hydrological,Flood,,TJK,Tajikistan,Central Asia,Asia,,,,
13809,2014,Geophysical,Earthquake,,TUR,Turkey,Western Asia,Asia,40.2893,25.3889,,
13810,2014,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,7.19301,38.97,,
13811,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,2000.0
13812,2014,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,100000.0
13813,2014,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,1600000.0
13814,2014,Hydrological,Landslide,,USA,United States of America,Northern America,Americas,,,,20000.0
13815,2014,Meteorological,Storm,Hurricane Iselle,USA,United States of America,Northern America,Americas,,,,66000.0
13816,2014,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,100000.0
13817,2014,Climatological,Drought,,USA,United States of America,Northern America,Americas,,,,2200000.0
13818,2014,Meteorological,Storm,Typhoon Kalmaegi (Luis),VNM,Vietnam,South-Eastern Asia,Asia,,,,4500.0
13819,2014,Meteorological,Storm,Tropical storm 'Sinlaku' (Queenie),VNM,Vietnam,South-Eastern Asia,Asia,,,,
13820,2014,Geophysical,Earthquake,,ZAF,South Africa,Southern Africa,Africa,-26.9899,26.7048,12:23,
13821,2014,Biological,Epidemic,Ebola,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
13822,2014,Hydrological,Flood,,ZMB,Zambia,Eastern Africa,Africa,,,,
13823,2014,Hydrological,Flood,,ZWE,Zimbabwe,Eastern Africa,Africa,,,,
13824,2014,Biological,Epidemic,Cholera,ZWE,Zimbabwe,Eastern Africa,Africa,,,,
13825,2014,Hydrological,Flood,,SRB,Serbia,Southern Europe,Europe,,,,
13826,2014,Meteorological,Extreme temperature ,,SRB,Serbia,Southern Europe,Europe,,,,
13827,2014,Biological,Epidemic,Dengue,TLS,Timor-Leste,South-Eastern Asia,Asia,,,,
13828,2014,Biological,Epidemic,,SSD,South Sudan,Northern Africa,Africa,,,,
13829,2014,Biological,Epidemic,Cholera,SSD,South Sudan,Northern Africa,Africa,,,,
13830,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1400000.0
13831,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,270000.0
13832,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,950000.0
13833,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,160000.0
13834,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,650000.0
13835,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1400000.0
13836,2015,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,700000.0
13837,2015,Hydrological,Flood,,TJK,Tajikistan,Central Asia,Asia,37.8142,73.26,,
13838,2015,Hydrological,Flood,,TJK,Tajikistan,Central Asia,Asia,38.0626,73.11,,
13839,2015,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,20.8137,106.86,,204000.0
13840,2015,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
